id,habilidad
541,powerbi
541,excel
541,tableau
542,excel
543,python
543,tableau
543,machine_learning
544,python
544,r
545,python
546,excel
547,excel
548,python
548,sql
548,powerbi
548,tableau
549,powerbi
550,sql
550,excel
551,python
551,powerbi
551,excel
552,sql
553,excel
554,python
554,sql
554,excel
555,python
555,sql
555,powerbi
555,tableau
556,excel
557,powerbi
558,excel
559,sql
559,excel
559,tableau
560,excel
561,excel
562,powerbi
562,tableau
563,powerbi
564,python
564,sql
564,powerbi
564,tableau
565,sql
566,powerbi
566,tableau
567,excel
568,powerbi
569,python
569,sql
569,powerbi
569,excel
569,tableau
569,machine_learning
570,python
570,sql
570,excel
571,python
572,python
572,sql
572,tableau
572,machine_learning
573,python
573,sql
573,powerbi
573,tableau
574,python
574,excel
575,excel
576,excel
577,powerbi
577,excel
577,tableau
578,python
578,sql
578,powerbi
578,excel
579,excel
580,excel
581,python
581,sql
581,excel
582,excel
583,sql
583,powerbi
583,excel
583,tableau
584,powerbi
584,excel
584,tableau
585,python
585,sql
585,aws
586,sql
586,excel
587,powerbi
587,tableau
588,python
589,machine_learning
590,powerbi
590,excel
590,tableau
591,powerbi
591,tableau
592,python
592,sql
592,powerbi
593,excel
594,python
594,sql
594,r
594,aws
595,python
595,aws
596,python
596,sql
596,powerbi
596,tableau
596,r
597,sql
597,excel
598,python
598,sql
598,powerbi
599,python
599,sql
600,python
600,sql
600,azure
601,excel
602,python
602,sql
602,r
603,python
603,sql
604,sql
605,python
605,sql
605,powerbi
605,tableau
606,python
606,sql
606,powerbi
606,aws
607,python
607,sql
607,machine_learning
607,aws
608,sql
608,excel
608,tableau
609,python
609,sql
609,powerbi
609,excel
609,tableau
609,aws
610,sql
610,excel
611,python
611,sql
612,excel
612,tableau
613,powerbi
613,azure
614,python
614,sql
614,powerbi
614,tableau
615,python
615,sql
615,aws
616,python
616,r
616,aws
617,sql
617,machine_learning
617,aws
618,python
619,python
619,sql
620,powerbi
620,azure
621,python
621,sql
621,tableau
622,python
622,sql
622,excel
622,tableau
623,sql
623,powerbi
623,excel
623,tableau
624,python
624,sql
625,sql
625,powerbi
626,python
626,sql
626,powerbi
626,tableau
626,r
627,python
627,sql
627,azure
627,machine_learning
627,aws
628,python
628,sql
628,tableau
629,python
629,sql
629,excel
630,python
630,sql
630,powerbi
630,azure
630,aws
631,machine_learning
632,sql
632,excel
633,python
633,sql
633,powerbi
633,tableau
634,excel
635,sql
636,python
636,sql
636,excel
636,tableau
637,python
637,sql
638,excel
639,sql
639,excel
640,sql
640,powerbi
640,excel
641,powerbi
641,excel
642,excel
643,powerbi
644,python
644,sql
644,powerbi
644,tableau
644,azure
644,machine_learning
644,aws
645,python
645,sql
646,sql
646,machine_learning
646,aws
647,sql
648,powerbi
648,machine_learning
649,python
649,sql
649,powerbi
649,r
649,machine_learning
649,aws
650,python
650,azure
650,machine_learning
650,aws
651,python
651,sql
651,azure
651,machine_learning
651,aws
652,sql
652,powerbi
652,tableau
653,powerbi
654,python
654,azure
654,r
654,machine_learning
654,aws
655,python
655,sql
655,r
655,machine_learning
656,python
656,sql
656,tableau
656,r
657,python
657,sql
657,powerbi
658,python
658,sql
658,excel
658,azure
658,machine_learning
658,aws
659,sql
659,powerbi
659,tableau
659,azure
660,sql
660,excel
660,tableau
661,sql
662,sql
662,tableau
663,python
663,sql
664,python
665,python
665,sql
665,powerbi
665,excel
665,tableau
665,r
666,python
666,sql
666,excel
666,tableau
666,machine_learning
667,sql
668,python
668,sql
668,tableau
669,python
669,sql
669,machine_learning
669,aws
670,powerbi
670,excel
671,sql
672,excel
673,sql
674,sql
675,python
675,sql
675,powerbi
675,excel
675,tableau
676,sql
676,excel
677,python
677,sql
677,powerbi
677,tableau
678,excel
679,python
679,sql
679,machine_learning
680,python
680,excel
681,sql
681,powerbi
681,tableau
681,machine_learning
682,excel
683,python
683,sql
683,powerbi
683,excel
684,python
684,sql
684,excel
685,excel
686,python
686,sql
686,excel
687,excel
688,excel
689,python
689,sql
689,powerbi
689,tableau
689,r
690,python
690,machine_learning
691,excel
692,excel
693,excel
694,python
694,sql
695,python
695,sql
695,powerbi
695,tableau
696,excel
697,powerbi
697,tableau
698,python
698,sql
698,powerbi
698,tableau
699,python
699,sql
699,excel
700,powerbi
701,tableau
702,sql
702,excel
703,excel
703,tableau
704,sql
705,excel
706,python
706,sql
706,excel
707,sql
707,powerbi
707,tableau
708,python
708,sql
709,python
709,sql
709,powerbi
709,excel
709,tableau
710,python
710,sql
710,azure
710,machine_learning
711,python
711,sql
711,powerbi
711,excel
711,tableau
712,sql
712,excel
713,sql
713,powerbi
713,tableau
714,python
714,sql
714,powerbi
714,azure
715,sql
716,sql
716,excel
716,azure
717,sql
717,excel
718,powerbi
719,sql
719,excel
719,tableau
720,sql
720,tableau
721,excel
722,sql
722,powerbi
722,azure
723,sql
724,sql
724,azure
725,azure
726,sql
726,powerbi
727,python
727,sql
728,powerbi
729,python
729,sql
729,powerbi
730,sql
730,powerbi
730,tableau
731,azure
731,aws
732,sql
732,powerbi
732,tableau
733,sql
734,python
734,powerbi
734,tableau
735,python
735,azure
736,sql
737,python
737,sql
737,powerbi
738,python
738,sql
738,r
739,python
739,sql
739,r
740,excel
741,python
741,sql
741,powerbi
741,azure
741,r
741,aws
742,sql
743,python
743,sql
744,sql
744,excel
745,powerbi
746,tableau
747,excel
748,excel
749,excel
750,sql
750,powerbi
750,excel
751,machine_learning
752,excel
753,sql
753,powerbi
753,excel
753,tableau
754,python
754,sql
754,powerbi
754,tableau
755,sql
755,powerbi
755,excel
756,powerbi
757,python
757,sql
758,python
758,machine_learning
759,python
759,sql
759,machine_learning
759,aws
760,python
760,sql
760,powerbi
761,powerbi
761,excel
762,python
762,sql
762,excel
762,tableau
763,sql
763,azure
764,sql
765,python
765,sql
765,powerbi
765,tableau
766,sql
766,excel
767,python
767,r
767,aws
768,sql
768,powerbi
768,tableau
769,tableau
770,sql
770,excel
771,sql
771,powerbi
771,excel
771,tableau
772,sql
772,excel
773,powerbi
773,excel
774,sql
774,powerbi
774,excel
775,python
775,sql
775,powerbi
775,excel
775,tableau
776,powerbi
777,python
777,sql
777,azure
778,sql
778,powerbi
778,azure
779,excel
780,python
780,sql
780,azure
780,machine_learning
781,machine_learning
782,excel
783,sql
783,tableau
784,sql
785,python
785,sql
785,powerbi
785,excel
785,tableau
786,python
786,sql
787,excel
788,sql
788,powerbi
789,python
789,machine_learning
790,sql
791,python
791,sql
792,python
792,machine_learning
793,python
793,sql
793,excel
793,r
794,python
794,sql
794,machine_learning
795,machine_learning
796,sql
796,excel
797,python
797,sql
797,powerbi
797,tableau
797,azure
798,python
798,sql
798,aws
799,python
799,r
800,python
800,sql
800,powerbi
800,tableau
801,sql
802,python
802,sql
802,machine_learning
803,sql
804,python
804,sql
804,tableau
805,python
805,sql
805,tableau
806,python
806,sql
807,sql
807,powerbi
807,excel
808,python
808,sql
808,powerbi
808,excel
808,tableau
808,r
808,machine_learning
809,sql
809,excel
809,tableau
810,python
810,sql
810,excel
810,tableau
811,python
811,sql
811,excel
811,tableau
811,r
812,sql
813,azure
813,aws
814,python
814,sql
815,sql
815,powerbi
815,excel
816,sql
816,excel
817,sql
817,powerbi
817,excel
817,tableau
818,sql
818,tableau
819,sql
820,sql
821,python
821,machine_learning
821,aws
822,excel
823,sql
823,powerbi
823,tableau
824,python
824,sql
824,powerbi
824,tableau
824,machine_learning
825,sql
825,powerbi
825,tableau
825,machine_learning
826,python
826,sql
826,excel
827,excel
828,excel
828,tableau
829,python
829,sql
829,excel
830,python
830,sql
830,powerbi
830,tableau
831,sql
831,powerbi
831,excel
831,tableau
832,sql
833,sql
834,excel
834,tableau
835,powerbi
836,sql
836,excel
836,tableau
837,python
837,powerbi
838,excel
839,powerbi
839,excel
839,tableau
840,r
841,sql
841,powerbi
841,excel
841,tableau
842,excel
843,sql
844,excel
845,python
845,sql
845,powerbi
845,tableau
846,python
846,sql
846,powerbi
846,excel
846,tableau
847,sql
847,powerbi
847,tableau
848,excel
849,sql
849,excel
850,powerbi
850,excel
850,tableau
851,python
851,sql
851,aws
852,sql
853,python
853,excel
854,python
854,sql
854,powerbi
854,excel
854,tableau
855,python
855,sql
855,excel
856,powerbi
857,python
857,sql
857,excel
858,python
858,sql
858,excel
859,python
860,sql
860,powerbi
860,excel
860,tableau
861,sql
861,excel
862,python
862,sql
862,powerbi
862,excel
862,tableau
862,machine_learning
863,python
863,powerbi
864,python
864,azure
864,machine_learning
864,aws
865,python
865,sql
865,powerbi
866,python
866,sql
866,powerbi
866,tableau
867,sql
867,powerbi
867,tableau
868,python
868,sql
868,machine_learning
869,sql
869,powerbi
869,tableau
870,python
870,sql
871,python
871,powerbi
871,tableau
872,python
872,excel
872,r
873,python
874,python
874,sql
874,excel
875,python
875,sql
875,powerbi
875,excel
875,tableau
876,python
876,sql
876,powerbi
876,tableau
877,python
877,sql
877,powerbi
877,tableau
877,azure
877,machine_learning
877,aws
878,python
878,sql
878,powerbi
878,excel
878,tableau
878,azure
878,machine_learning
878,aws
879,excel
880,sql
881,powerbi
881,excel
881,tableau
882,sql
882,powerbi
883,python
883,sql
883,powerbi
883,tableau
884,sql
884,powerbi
884,excel
885,sql
885,powerbi
886,sql
886,powerbi
886,excel
887,python
887,sql
887,excel
888,sql
889,sql
890,sql
890,powerbi
891,sql
892,sql
893,sql
893,excel
893,tableau
894,excel
895,sql
896,python
896,sql
896,powerbi
896,excel
896,tableau
897,sql
897,excel
898,python
898,sql
898,powerbi
898,machine_learning
899,python
899,sql
899,powerbi
899,tableau
899,machine_learning
900,sql
900,excel
900,tableau
900,machine_learning
901,sql
902,python
902,sql
902,excel
902,machine_learning
903,powerbi
904,r
905,excel
906,sql
906,excel
907,excel
908,excel
909,excel
910,sql
911,sql
911,excel
911,tableau
912,sql
912,excel
913,powerbi
913,excel
914,excel
915,sql
915,tableau
916,excel
917,excel
918,python
919,sql
919,powerbi
919,excel
919,tableau
920,powerbi
921,excel
922,sql
923,python
924,sql
925,powerbi
925,excel
926,python
926,sql
926,powerbi
927,sql
927,excel
927,tableau
928,sql
928,excel
929,sql
930,excel
931,aws
932,python
932,sql
933,sql
934,python
934,sql
934,powerbi
934,tableau
934,aws
935,python
935,sql
936,sql
936,powerbi
937,sql
937,excel
937,tableau
938,python
938,sql
938,excel
938,azure
939,sql
940,python
940,sql
940,machine_learning
941,python
941,sql
941,aws
942,sql
943,sql
943,tableau
944,python
944,machine_learning
944,aws
945,sql
945,powerbi
945,excel
945,tableau
946,python
946,sql
947,python
947,powerbi
947,excel
948,sql
948,excel
948,tableau
949,python
949,sql
950,sql
950,powerbi
950,excel
950,tableau
951,sql
951,excel
951,tableau
952,sql
952,powerbi
952,excel
952,tableau
953,python
953,sql
953,powerbi
953,excel
953,tableau
954,sql
954,excel
955,excel
956,excel
957,python
957,sql
957,tableau
957,machine_learning
958,sql
959,python
959,sql
960,python
960,sql
960,tableau
961,powerbi
961,excel
962,excel
962,r
963,python
964,excel
965,excel
966,python
966,azure
966,machine_learning
967,python
967,azure
967,machine_learning
968,machine_learning
968,aws
969,python
969,azure
969,machine_learning
970,python
970,sql
970,powerbi
970,excel
970,tableau
971,sql
972,python
972,sql
972,powerbi
972,tableau
973,sql
973,powerbi
973,excel
973,azure
974,tableau
975,python
975,machine_learning
975,aws
976,sql
977,python
977,excel
978,powerbi
978,excel
979,python
980,python
981,python
981,sql
981,aws
982,sql
983,sql
984,sql
984,tableau
985,sql
986,python
986,sql
986,r
986,aws
987,python
987,machine_learning
988,python
988,sql
988,powerbi
988,azure
989,python
989,machine_learning
990,sql
990,tableau
991,azure
992,python
992,tableau
992,aws
993,python
993,sql
993,aws
994,sql
994,aws
995,python
995,azure
